STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Oktogon,VI,45,1,393.0,5.0,5.0,19,1.0,1.0,4.0,1.0,0,4.0,76.0,1,,court,0.0,1.0,0.0,1.0,0.0,not allowed,0,
 Csengery utca,VI,40,1,378.0,5.0,5.0,19,2.0,1.0,4.0,1.0,0,4.0,76.0,1,,court,0.0,1.0,0.0,1.0,0.0,not allowed,0,
 Dob utca 53.,VII,32,1,393.0,5.0,5.0,18,2.0,1.0,4.0,2.0,1,4.0,76.0,1,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Hollan Erno utca,XIII,31,1,423.0,4.0,3.0,,3.0,1.0,5.0,,0,4.0,45.0,0,west,street,0.0,0.0,,1.0,0.0,not allowed,0,
 Eotvos utca,VI,74,2,483.0,5.0,3.0,,3.0,1.0,4.0,2.0,1,1.0,76.0,0,north-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Zapor utca 8.,III,33,1,302.0,4.0,3.0,,1.0,0.0,4.0,,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,,0,
 Rakoczi ut,VIII,38,1,362.0,5.0,3.0,,6.0,1.0,6.0,,1,4.0,0.0,0,,court,0.0,,0.0,1.0,0.0,,1,
 Tabornok utca 5.,XIV,31,1,393.0,6.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,60.0,0,,court,10.0,0.0,0.0,1.0,0.0,not allowed,0,
 Petofi utca 14.,IV,35,1,362.0,5.0,3.0,,6.0,1.0,10.0,1.0,0,1.0,27.0,1,,,0.0,,0.0,,,,1,
 Karoly korut,VII,31,1,362.0,5.0,3.0,,4.0,1.0,4.0,2.0,1,4.0,91.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,,
 Vagohid utca,IX,39,2,544.0,6.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,45.0,1,,court,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Rokk Szilard utca 19.,VIII,50,2,483.0,5.0,,,1.0,,,,0,4.0,0.0,0,,court,0.0,,,1.0,,,,
 Karolyi utca,V,76,3,664.0,5.0,4.0,,5.0,1.0,8.0,,1,4.0,30.0,0,,street,0.0,,,1.0,1.0,allowed,,
 Etele ut,XI,51,1,513.0,5.0,,,,1.0,,,0,,0.0,0,,,0.0,,,1.0,,,1,
 Pozsonyi ut 23.,XIII,57,2,541.0,5.0,,,1.0,1.0,5.0,1.0,0,4.0,91.0,0,,court,0.0,,,1.0,,,,
 Rakoczi utca,XIX,60,1,513.0,4.0,,,0.5,1.0,,,1,4.0,0.0,0,,garden,6.0,,,1.0,0.0,not allowed,1,
 Batthyany utca,I,76,2,634.0,4.0,3.0,,3.0,1.0,5.0,2.0,0,2.0,127.0,0,east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Thaly Kalman utca 54.,IX,40,2,483.0,5.0,3.0,,1.0,1.0,4.0,1.0,1,4.0,0.0,1,,street,4.0,,,1.0,,not allowed,,
 Zichy Jeno utca,VI,53,1,574.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Varoshaz utca 16.,V,55,2,1208.0,5.0,4.0,,5.0,1.0,,1.0,1,4.0,91.0,0,,panoramic,8.0,,0.0,1.0,,,0,
 Angyal utca 9.,IX,28,1,362.0,5.0,3.0,,1.0,0.0,,,0,4.0,60.0,0,,court,0.0,,,,,not allowed,0,
 Terez korut 36.,VI,40,1,423.0,5.0,3.0,,3.0,1.0,5.0,2.0,0,4.0,66.0,0,south-west,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Lonyay utca 3.,IX,31,1,423.0,5.0,3.0,,4.0,1.0,6.0,2.0,1,4.0,60.0,0,north-east,panoramic,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Balazs Bela utca,IX,68,2,604.0,5.0,4.0,,4.0,1.0,4.0,1.0,1,4.0,103.0,0,south-west,court,10.0,,0.0,1.0,1.0,not allowed,0,
 Jozsef korut,VIII,37,1,393.0,4.0,,,0.5,,4.0,1.0,0,4.0,69.0,0,,court,0.0,,0.0,1.0,1.0,not allowed,0,
 Katona Jozsef utca 26.,XIII,31,1,362.0,5.0,3.0,,2.0,1.0,5.0,2.0,0,4.0,60.0,0,north,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Dohany utca,VII,67,3,740.0,5.0,3.0,,2.0,1.0,,,0,4.0,121.0,0,,,0.0,,0.0,,,,,
 Lajos utca 93-99,III,43,1,544.0,6.0,3.0,,5.0,1.0,7.0,1.0,1,4.0,0.0,0,south-west,panoramic,8.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szena ter,I,51,1,634.0,5.0,,,1.0,1.0,,2.0,0,4.0,91.0,0,,court,0.0,0.0,0.0,1.0,1.0,,0,
 Frankel Leo ut,II,45,3,544.0,5.0,3.0,,4.0,1.0,5.0,2.0,1,4.0,0.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Villanyi ut 6.,XI,14,1,362.0,5.0,3.0,,4.0,0.0,4.0,2.0,1,4.0,51.0,0,east,court,0.0,0.0,0.0,1.0,1.0,not allowed,1,
 Csalogany utca 53. 2.em.021,II,37,1,408.0,4.0,,,2.0,,3.0,2.0,1,4.0,0.0,0,east,street,0.0,,0.0,1.0,0.0,not allowed,,
 Jozsef Attila utca 61.,XXI,35,1,362.0,5.0,,,9.0,1.0,,,0,4.0,76.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Lehel ter,XIII,88,4,816.0,5.0,3.0,,2.0,1.0,8.0,1.0,1,4.0,208.0,0,south,street,4.0,0.0,0.0,1.0,1.0,not allowed,0,
 Orszagbiro utca,XIII,40,1,755.0,,,,,,,,0,,0.0,0,,,4.0,,,,,,,
 Garam utca,XIII,33,1,393.0,4.0,3.0,,0.0,,5.0,1.0,0,4.0,45.0,0,,,0.0,,,1.0,,not allowed,0,
 Illes utca,VIII,39,1,438.0,6.0,3.0,,1.0,1.0,4.0,,1,4.0,0.0,0,,court,4.0,1.0,0.0,1.0,,not allowed,0,
 Nyary Pal utca,V,42,1,390.0,5.0,,,2.0,1.0,5.0,,0,4.0,106.0,0,north-west,street,3.0,0.0,0.0,1.0,0.0,not allowed,,
 Varsanyi Iren utca,II,61,3,604.0,5.0,3.0,,1.0,1.0,5.0,1.0,0,4.0,41.0,0,,street,2.0,1.0,0.0,1.0,0.0,,0,
 O utca,VI,32,1,453.0,5.0,,,2.0,,,2.0,1,4.0,0.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,,
 Andrassy ut,VI,45,2,634.0,5.0,,,2.0,1.0,,2.0,1,4.0,0.0,0,,court,5.0,,0.0,1.0,0.0,not allowed,0,
 Foti ut,IV,23,1,332.0,6.0,3.0,,1.0,0.0,3.0,,0,4.0,0.0,0,,,3.0,,,1.0,0.0,not allowed,1,
 Kaldy Gyula utca,VI,55,2,695.0,6.0,5.0,,2.0,1.0,7.0,1.0,1,4.0,91.0,1,south-east,garden,8.0,0.0,0.0,1.0,0.0,not allowed,,
 Kuruclesi ut,II,74,3,831.0,5.0,3.0,,2.0,,3.0,,0,1.0,0.0,0,south-east,garden,9.0,,0.0,1.0,,,0,
 Haller utca 23-25.,IX,50,2,498.0,6.0,,,2.0,1.0,5.0,1.0,0,4.0,0.0,0,north-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Marek Jozsef utca,VII,49,2,664.0,5.0,3.0,,3.0,0.0,4.0,2.0,0,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,1.0,allowed,0,
 Galamboc utca,XI,68,2,664.0,5.0,3.0,14,3.0,0.0,3.0,1.0,1,4.0,0.0,0,south-west,street,30.0,0.0,0.0,1.0,0.0,not allowed,1,
 Kobolkut utca 37.,XI,61,3,664.0,5.0,3.0,5,1.0,0.0,2.0,1.0,1,4.0,30.0,0,south,street,6.0,0.0,0.0,1.0,0.0,not allowed,1,
 Alkotmany utca,V,38,1,559.0,5.0,3.0,,1.0,1.0,4.0,2.0,1,4.0,76.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Mexikoi ut 6.,XIV,40,1,362.0,5.0,3.0,,0.5,0.0,2.0,2.0,0,4.0,30.0,0,north-west,street,0.0,0.0,0.0,1.0,1.0,not allowed,1,
 Vamhaz korut 9.,IX,98,3,634.0,4.0,,,1.0,,,,1,4.0,0.0,0,north,street,0.0,,,1.0,,,,
 Hegedus Gyula utca,XIII,36,1,483.0,5.0,3.0,,2.0,0.0,2.0,2.0,1,4.0,60.0,0,,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Erod utca,II,73,2,604.0,4.0,3.0,,,1.0,5.0,2.0,1,2.0,0.0,0,,street,0.0,0.0,,1.0,1.0,not allowed,0,
 Csengery utca,VII,48,2,393.0,5.0,,,1.0,0.0,4.0,2.0,0,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Csorgofa utca 2.,XVIII,105,4,740.0,4.0,,,4.0,1.0,4.0,,1,1.0,115.0,0,,panoramic,0.0,,,,,,0,
 Erzsebet korut,VII,40,1,332.0,4.0,,,2.0,0.0,3.0,,0,4.0,76.0,0,,,0.0,,,1.0,0.0,not allowed,0,
 Feszty Arpad utca,I,87,2,903.0,5.0,,,1.0,1.0,6.0,,0,,121.0,0,,,2.0,,,,,,,
 Verhalom utca,II,55,2,664.0,5.0,3.0,,1.0,0.0,3.0,,0,4.0,106.0,0,west,garden,7.0,,,1.0,,,1,
 Bimbo ut,II,62,2,846.0,5.0,3.0,,2.0,0.0,3.0,1.0,1,4.0,151.0,0,south-west,panoramic,12.0,0.0,,1.0,,not allowed,1,
 Kozraktar utca,IX,75,3,906.0,,,,,,,,0,,121.0,0,,,5.0,,,,,,,
 Buday Laszlo utca,II,84,3,906.0,6.0,3.0,,4.0,1.0,6.0,1.0,0,1.0,0.0,0,,garden,8.0,0.0,0.0,1.0,0.0,not allowed,1,
 Kulso-Terezvaros,VI,50,2,574.0,5.0,,,1.0,1.0,,,0,,0.0,0,south-east,street,0.0,,0.0,,,,,
 Margit korut 15-17,II,36,1,483.0,5.0,3.0,,3.0,1.0,,2.0,0,,76.0,0,west,panoramic,4.0,,,1.0,,,,
 Hajos utca,VI,120,4,2644.0,5.0,4.0,,1.0,1.0,,2.0,1,4.0,0.0,0,,panoramic,0.0,0.0,,1.0,0.0,not allowed,0,
 Belvaros,V,34,1,438.0,4.0,3.0,,5.0,1.0,6.0,1.0,0,1.0,97.0,1,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dohany utca,VII,90,3,1375.0,5.0,4.0,,6.0,1.0,6.0,,0,4.0,91.0,0,,panoramic,0.0,,,1.0,0.0,,,
 Dioszegi Samuel utca,VIII,55,3,483.0,6.0,,,6.0,1.0,,,1,4.0,0.0,0,,panoramic,0.0,,,1.0,0.0,,1,
 Szentmihalyi ut,XIV,48,2,453.0,5.0,3.0,,2.0,1.0,10.0,1.0,0,4.0,45.0,0,south-east,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,1.0
 Erzsebet korut,VII,50,2,664.0,5.0,,,2.0,1.0,,,1,4.0,91.0,1,,street,0.0,,,1.0,0.0,not allowed,,
 Ciprus utca,VIII,43,2,423.0,6.0,3.0,,1.0,1.0,,,1,4.0,24.0,0,,garden,2.0,,,1.0,,,0,
 Garibaldi utca,V,76,2,1314.0,5.0,5.0,,5.0,1.0,5.0,1.0,1,4.0,76.0,0,,panoramic,8.0,0.0,0.0,1.0,0.0,not allowed,0,
 Keleti Karoly utca,II,40,1,393.0,4.0,,,1.0,0.0,4.0,2.0,0,4.0,0.0,0,south-west,garden,0.0,,,1.0,,,,
 Baross utca,VIII,47,2,423.0,5.0,3.0,,1.0,1.0,7.0,1.0,0,4.0,0.0,1,north-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kelenfold,XI,34,1,453.0,5.0,3.0,,7.0,1.0,9.0,,1,4.0,36.0,0,,panoramic,11.0,,,1.0,,,1,
 Hollosy Simon utca,XII,60,2,695.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,4.0,76.0,0,south,garden,7.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vorosko utca,XII,45,1,483.0,5.0,3.0,,2.0,0.0,2.0,1.0,1,1.0,76.0,0,east,panoramic,6.0,0.0,,1.0,,,1,
 Ercsi ut,XI,35,1,287.0,3.0,3.0,,0.0,,3.0,1.0,0,4.0,66.0,0,,,0.0,,,1.0,,,,
 Nagytetenyi ut 242.,XXII,46,2,453.0,5.0,3.0,,7.0,1.0,10.0,1.0,0,,109.0,1,west,panoramic,8.0,,,1.0,,,1,
 Mese koz,XII,58,2,664.0,5.0,3.0,,1.0,0.0,3.0,1.0,0,1.0,45.0,0,,garden,5.0,0.0,0.0,0.0,1.0,,1,
 Maros utca,XII,26,1,302.0,4.0,3.0,,3.0,0.0,4.0,2.0,0,4.0,76.0,0,,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Papnovelde utca 8.,V,57,2,601.0,4.0,3.0,,1.0,1.0,6.0,,0,3.0,106.0,0,,court,0.0,,,1.0,,,,
 Budafok  Rozsavolgy,XXII,56,2,453.0,5.0,3.0,,1.0,0.0,,1.0,0,4.0,0.0,0,south,garden,5.0,0.0,0.0,1.0,0.0,not allowed,1,
 Egry Jozsef utca,XI,86,3,1000.0,5.0,2.0,,2.0,1.0,5.0,2.0,1,4.0,42.0,0,,street,0.0,0.0,0.0,1.0,,not allowed,1,
 Krudy utca,VIII,71,2,500.0,5.0,3.0,,1.0,,2.0,,1,3.0,166.0,0,north-east,street,0.0,,,1.0,1.0,not allowed,,
 Baross ter 13.,VII,41,1,332.0,4.0,2.0,,3.0,1.0,3.0,2.0,0,4.0,109.0,0,,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Csanyi utca 9.,VII,45,2,625.0,5.0,4.0,,2.0,1.0,,,0,4.0,82.0,0,,street,0.0,,,1.0,0.0,,,
 Lovolde ter,VI,40,1,423.0,5.0,3.0,,1.0,0.0,2.0,2.0,0,4.0,91.0,0,,,0.0,,0.0,1.0,0.0,,1,
 Erkel utca 20.,IX,18,1,332.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Koris utca,VIII,25,1,299.0,4.0,3.0,,0.0,0.0,2.0,2.0,0,1.0,0.0,0,,court,0.0,1.0,0.0,1.0,,,0,
 Villanyi ut,XI,68,2,378.0,,,,,,,,0,,51.0,0,,,0.0,,,,,,,
 Hogyes Endre utca,IX,26,1,347.0,5.0,3.0,,0.0,0.0,3.0,1.0,0,1.0,0.0,0,,court,0.0,,0.0,1.0,,,0,
 Damjanich utca 30.,VII,50,3,453.0,,,,,,,,0,,106.0,0,,,0.0,,,,,,,
 Ujlak,III,40,2,302.0,4.0,3.0,,0.0,1.0,8.0,1.0,0,,0.0,0,south-east,street,0.0,0.0,,,,,0,
 Marek Jozsef utca,VII,28,1,272.0,5.0,,,1.0,0.0,,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Madarhegy,XI,92,5,936.0,,4.0,,1.0,0.0,,,0,1.0,0.0,0,south-east,,15.0,,,1.0,0.0,not allowed,1,
 Madach Imre ut 12.,VII,35,1,393.0,4.0,3.0,,3.0,1.0,6.0,1.0,1,4.0,0.0,0,south-east,street,0.0,,,1.0,,,,
 Venetianer utca,IV,34,1,362.0,5.0,,,2.0,0.0,3.0,,0,1.0,0.0,0,,garden,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vaci ut 32.,XIII,55,2,544.0,,,,,,,,0,,91.0,0,,,0.0,,,,,,,
 Gergely utca 114.,X,29,1,332.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Pozsonyi ut,XIII,23,1,317.0,5.0,,,2.0,1.0,,,0,4.0,0.0,0,,court,0.0,,,1.0,1.0,not allowed,,
 Lonyay utca 3.,IX,41,1,544.0,,,,,,,,0,,91.0,0,,,0.0,,,,,,,
 Baross utca,XX,43,1,332.0,5.0,,,1.0,0.0,4.0,,0,4.0,0.0,0,,,1.0,,0.0,,0.0,not allowed,1,
 Kosarfono utca 8.,XIX,53,2,393.0,5.0,,,,1.0,10.0,1.0,0,3.0,0.0,0,,panoramic,4.0,,0.0,,1.0,,1,1.0
 Somogyi Bela utca 16.,VIII,28,1,272.0,,,,,,,,0,,30.0,0,,,0.0,,,,,,,
 Terez korut 21.,VI,93,2,790.0,5.0,3.0,,4.0,1.0,5.0,2.0,1,1.0,60.0,0,south-west,street,0.0,0.0,0.0,1.0,,not allowed,0,
 Falk Miksa utca 30.,V,34,1,438.0,5.0,3.0,,5.0,1.0,5.0,2.0,1,4.0,69.0,0,east,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Prater utca 6.,VIII,55,1,483.0,6.0,4.0,,5.0,1.0,,,1,4.0,45.0,0,,,0.0,,,1.0,,,,
 Vaci utca,V,101,2,1000.0,5.0,4.0,,3.0,,3.0,,1,4.0,60.0,0,,street,0.0,,,,1.0,,,
 Lajos utca,III,39,1,529.0,5.0,,,7.0,1.0,9.0,,0,,0.0,0,north-west,panoramic,6.0,,0.0,1.0,,not allowed,,
 Bacskai utca,XIV,27,1,393.0,4.0,3.0,,1.0,0.0,3.0,,1,4.0,30.0,0,south-west,street,2.0,0.0,,1.0,0.0,allowed,0,
 Regos koz,XI,53,2,438.0,5.0,3.0,,7.0,1.0,10.0,,0,3.0,76.0,1,,panoramic,0.0,,,1.0,0.0,not allowed,1,
 Kiralyhago utca,XVIII,47,2,453.0,5.0,3.0,,2.0,1.0,4.0,1.0,0,1.0,0.0,0,east,garden,6.0,0.0,0.0,0.0,0.0,not allowed,1,
 Nanasi ut,III,47,2,544.0,5.0,3.0,18,3.0,1.0,,,1,4.0,0.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Pengo utca 6-8.,II,57,2,544.0,5.0,3.0,,5.0,1.0,6.0,1.0,0,4.0,121.0,0,north-west,street,5.0,,0.0,1.0,,not allowed,0,
 Podmaniczky utca,VI,78,3,574.0,,,,,,,,0,,151.0,0,,,0.0,,,,,,,
 Kelenfold,XI,44,2,574.0,5.0,,,2.0,0.0,3.0,1.0,0,4.0,0.0,0,west,,1.0,,0.0,1.0,0.0,not allowed,,
 Frankel Leo ut 84.,II,31,1,574.0,5.0,3.0,10,7.0,1.0,8.0,1.0,1,3.0,60.0,0,east,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Naphegy utca 59.,I,46,2,601.0,4.0,3.0,17,1.0,,3.0,2.0,0,2.0,27.0,0,,garden,3.0,,,1.0,1.0,,,
 Somogyi Bela utca,VIII,28,1,302.0,5.0,,,0.0,,3.0,,0,4.0,0.0,0,,,0.0,,,,,,0,
 Ballagi Mor utca,XI,27,1,299.0,5.0,3.0,,3.0,0.0,3.0,2.0,0,1.0,0.0,0,,court,0.0,0.0,0.0,0.0,0.0,not allowed,1,
 Stoczek utca 17.,XI,33,1,423.0,4.0,3.0,,1.0,1.0,5.0,1.0,0,4.0,45.0,0,east,street,6.0,0.0,0.0,1.0,0.0,allowed,0,
 Tablas koz 5.,IX,46,1,378.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Hollan Erno utca 13.,XIII,120,3,634.0,,,,,1.0,,,0,4.0,0.0,0,,,0.0,,,1.0,0.0,,,
 Baross utca 44.,VIII,127,4,1057.0,4.0,3.0,,3.0,1.0,5.0,2.0,0,4.0,0.0,0,,street,0.0,,0.0,1.0,,not allowed,,
 Sarospatak ut,XII,30,1,302.0,4.0,,,0.0,,,,0,4.0,60.0,0,,garden,0.0,1.0,,,,,1,
 Madach Imre ter,VII,97,3,1087.0,,,,,,,,0,,0.0,0,,,2.0,,,,,,,
 Dugonics utca 15.,VIII,29,1,227.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kulso-Terezvaros,VI,78,4,752.0,4.0,,,3.0,1.0,,1.0,0,,0.0,0,,street,0.0,,1.0,,,,,
 Vadon utca,XI,75,3,483.0,4.0,3.0,,2.0,,2.0,1.0,1,1.0,0.0,0,south-west,panoramic,0.0,,,1.0,,,0,
 Ferenc korut,IX,12,3,145.0,5.0,3.0,,,,,2.0,0,4.0,24.0,0,,street,0.0,0.0,0.0,1.0,0.0,,0,
 Valkoi utca,XI,35,1,362.0,,,,,,,,0,,118.0,0,,,3.0,,,,,,,
 Kazinczy utca,VII,45,1,682.0,5.0,,,5.0,1.0,,1.0,0,,0.0,0,north-east,,0.0,,0.0,,,,,
 Danubius utca 3.,XIII,51,2,846.0,6.0,3.0,,1.0,1.0,9.0,,1,4.0,91.0,1,,court,10.0,0.0,,1.0,0.0,not allowed,0,
 Andrassy ut 1.,VI,26,1,453.0,4.0,,,3.0,1.0,5.0,,0,4.0,54.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Baross utca,VIII,28,1,378.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Munkas utca,VII,37,1,272.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Kiralyi Pal utca,V,41,1,362.0,,,,,,,,0,,91.0,0,,,0.0,,,,,,,
 Belvaros,V,95,4,1689.0,5.0,,,1.0,,,,0,1.0,0.0,0,,,6.0,,,1.0,,,,
 Jokai utca 23 2/4,VI,30,1,423.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Maria utca 18.,VIII,35,1,393.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Viza utca,XIII,50,2,589.0,6.0,3.0,18,3.0,1.0,4.0,,0,4.0,0.0,1,,street,8.0,1.0,,1.0,1.0,,1,
 Mohacs utca,XIII,31,1,347.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Zichy Mihaly utca 3.,IV,53,2,302.0,3.0,3.0,,6.0,1.0,10.0,1.0,0,3.0,0.0,0,east,panoramic,3.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Nagy Gyory Istvan koz,XX,49,2,362.0,4.0,3.0,,3.0,0.0,4.0,1.0,0,1.0,76.0,0,south-east,street,0.0,,0.0,,0.0,not allowed,1,
 Dob utca,VII,29,1,302.0,4.0,3.0,,0.0,0.0,3.0,2.0,0,3.0,30.0,0,,court,0.0,,0.0,1.0,1.0,not allowed,0,
 Podmaniczky utca,VI,35,1,393.0,5.0,3.0,,0.0,1.0,4.0,2.0,0,4.0,0.0,0,,garden,0.0,,,1.0,0.0,allowed,,
 Aranykez utca 3.,V,40,1,483.0,5.0,,,,1.0,,,1,4.0,0.0,0,,,0.0,,,1.0,,,,
 Szent Laszlo ut,XIII,25,1,272.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Vagohid utca 60.,IX,50,2,202.0,4.0,,,,0.0,,1.0,0,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Rozsa utca,VI,70,3,1163.0,6.0,3.0,18,4.0,1.0,6.0,1.0,1,4.0,0.0,1,south,garden,6.0,0.0,0.0,1.0,,not allowed,0,
 Albert utca,XI,59,3,483.0,5.0,3.0,,3.0,0.0,4.0,1.0,0,4.0,60.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Csillagmotor koz,XVII,68,4,589.0,5.0,,,0.0,0.0,,,0,4.0,0.0,0,,garden,0.0,,,1.0,0.0,,0,
 Raday utca,IX,65,3,664.0,5.0,,,1.0,0.0,4.0,,0,4.0,106.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 Szikszo park,XIV,38,1,257.0,3.0,3.0,,0.0,0.0,,1.0,0,,0.0,0,,street,0.0,0.0,,1.0,0.0,not allowed,1,0.0
 Petofi Sandor utca,V,60,2,544.0,5.0,,,,,,,1,4.0,0.0,0,,,0.0,,0.0,1.0,,,,
 Tinodi utca,IX,70,1,861.0,5.0,,,3.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,0.0,,1,
 Mosoly utca,XIII,53,2,362.0,5.0,3.0,,0.5,0.0,4.0,1.0,0,2.0,45.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Silvanus setany,III,28,1,272.0,,,,,,,,0,,0.0,0,,,3.0,,,,,,,
 Nemet utca 2.,VIII,40,1,393.0,3.0,3.0,,1.0,0.0,3.0,,0,4.0,76.0,0,,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Dozsa Gyorgy ut,VI,95,3,1178.0,5.0,4.0,,0.0,0.0,3.0,,0,4.0,45.0,0,,court,0.0,,,1.0,0.0,,0,
 Kover Lajos ter 9.,XIV,41,1,453.0,5.0,3.0,,1.0,1.0,5.0,1.0,0,4.0,0.0,1,north-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vasvari Pal utca 7.,VI,25,1,302.0,,,,,,,,0,,121.0,0,,,0.0,,,,,,,
 Fiastyuk utca,XIII,8,1,227.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Jozsef korut,VIII,16,1,136.0,5.0,5.0,,,0.0,,2.0,1,4.0,45.0,0,,street,3.0,0.0,0.0,1.0,0.0,not allowed,,
 Huvosvolgyi ut,II,30,1,332.0,4.0,3.0,,0.0,0.0,2.0,2.0,0,3.0,45.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Ezredes utca 3.,II,53,2,483.0,4.0,2.0,,3.0,0.0,5.0,1.0,0,3.0,115.0,0,south-east,street,10.0,,0.0,1.0,0.0,not allowed,0,
 Vizivaros  Varalja,I,50,1,498.0,4.0,3.0,,0.0,0.0,5.0,1.0,0,4.0,76.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Paskomliget utca,XV,55,1,151.0,5.0,,,,1.0,,,0,3.0,45.0,0,,panoramic,5.0,,0.0,1.0,0.0,not allowed,1,
 Ecseri ut,IX,57,2,453.0,4.0,3.0,,0.0,0.0,1.0,1.0,0,3.0,45.0,0,south-west,court,30.0,1.0,,1.0,0.0,,,
 Havas utca,V,25,1,453.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Erzsebet korut,VII,37,1,571.0,5.0,3.0,,4.0,1.0,4.0,2.0,1,4.0,0.0,0,south,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Nemetvolgy,XII,64,2,559.0,5.0,3.0,,0.0,,,,0,4.0,0.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Kalvaria ter,VIII,30,1,332.0,4.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,45.0,0,west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Felso erdosor,VI,13,1,332.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Dob utca,VII,31,1,423.0,5.0,,,3.0,0.0,,2.0,0,,0.0,0,east,street,0.0,,0.0,,,,,
 Feher Hajo utca,V,35,1,393.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Viola utca,IX,51,2,725.0,5.0,3.0,,2.0,1.0,5.0,1.0,0,4.0,51.0,1,north,garden,5.0,,0.0,1.0,0.0,not allowed,1,
 Margit utca,II,36,1,483.0,5.0,3.0,,1.0,0.0,2.0,2.0,1,1.0,45.0,0,south-east,court,0.0,0.0,0.0,,,not allowed,0,
 Goncol utca,XIII,36,1,393.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,3.0,60.0,0,north-west,street,0.0,,0.0,0.0,0.0,not allowed,0,
 Katona Jozsef utca 23.,XIII,28,1,347.0,,,,,,,,0,,0.0,0,,,1.0,,,,,,,
